rank;finalWorth;personName;age;country;city;source;industries;countryOfCitizenship;organization;selfMade;gender;lastName;firstName;title;birthYear;birthMonth;cpi_country;gdp_country_trillions;gross_tertiary_education_enrollment;gross_primary_education_enrollment_country;life_expectancy_country;tax_revenue_country_country;total_tax_rate_country;population_country;latitude_country;longitude_country
1104;2700;Henri Beaufour;57;United Kingdom;London;Pharmaceuticals;Healthcare;France;;FALSE;M;Beaufour;Henri;;1965;6;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
1104;2700;Andrei Bokarev;56;Russia;Moscow;Metals, mining;Manufacturing;Russia;;TRUE;M;Bokarev;Andrei;;1966;10;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1104;2700;Jack Cowin;80;Australia;Sydney;Fast food;Food & Beverage;Australia;;TRUE;M;Cowin;Jack;;1942;7;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
1104;2700;Glenn Dubin;65;United States;New York;Hedge funds;Finance & Investments;United States;;TRUE;M;Dubin;Glenn;;1957;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;N. Murray Edwards;63;United Kingdom;London;Oil & gas;Energy;Canada;;TRUE;M;Edwards;N. Murray;;1959;12;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
1104;2700;Frank Fertitta, III.;61;United States;Las Vegas;Casinos, mixed martial arts;Sports;United States;;FALSE;M;Fertitta;Frank;;1962;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Abhay Firodia;78;India;Pune;Automobiles;Automotive;India;;FALSE;M;Firodia;Abhay;;1944;11;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1104;2700;Bruce Flatt;57;United Kingdom;London;Money management;Finance & Investments;Canada;;TRUE;M;Flatt;Bruce;Investor;1965;6;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
1104;2700;Miguel Fluxa Rossello;84;Spain;Esporles;Hotels;Service;Spain;;FALSE;M;Fluxa Rossello;Miguel;;1938;7;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
1104;2700;Robert Friedland;72;Singapore;Singapore;Mining;Metals & Mining;United States;Ivanhoe Mines Ltd.;TRUE;M;Friedland;Robert;Founder and Executive Chairman;1950;8;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
1104;2700;Alexander Frolov;58;Russia;Moscow;Mining, steel;Metals & Mining;Russia;;TRUE;M;Frolov;Alexander;;1964;5;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1104;2700;Nadir Godrej;72;India;Mumbai;Consumer goods;Diversified;India;;FALSE;M;Godrej;Nadir;;1951;1;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1104;2700;Maggie Hardy;57;United States;Belle Vernon;Building materials;Service;United States;;FALSE;F;Hardy Knox;Maggie;;1965;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Nithin Kamath;43;India;Bangalore;Financial services;Finance & Investments;India;;TRUE;M;Kamath;Nithin;;1979;10;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1104;2700;Samvel Karapetyan;57;Russia;Moscow;Real estate;Construction & Engineering;Russia;;TRUE;M;Karapetyan;Samvel;;1965;8;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1104;2700;Kei Hoi Pang;57;Hong Kong;Hong Kong;Real estate;Real Estate;China;;TRUE;M;Kei;Hoi Pang;;1966;1;;;;;;;;;;
1104;2700;Mustafa Rahmi Koc;92;Turkey;Istanbul;Diversified;Diversified;Turkey;;FALSE;M;Koc;Mustafa Rahmi;;1930;10;234,44;.754411708Trillions;23,9;93,2;77,4;17,9;42,3;83429615;38,963745;35,243322
1104;2700;Yuri Kovalchuk & family;71;Russia;St. Petersburg;Banking, insurance, media;Finance & Investments;Russia;;TRUE;M;Kovalchuk;Yuri;;1951;7;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1104;2700;Geoffrey Kwok;37;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;M;Kwok;Geoffrey;;1985;5;;;;;;;;;;
1104;2700;Jonathan Kwok;31;Hong Kong;Hong Kong;Real Estate;Real Estate;Hong Kong;;FALSE;M;Kwok;Jonathan;;1992;3;;;;;;;;;;
1104;2700;Hans Langer;71;Germany;Gräfelfing;3D printing;Manufacturing;Germany;;TRUE;M;Langer;Hans;;1952;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1104;2700;Frank Laukien;63;United States;Boston;Scientific equipment;Manufacturing;United States;;FALSE;M;Laukien;Frank;;1960;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Maritsa Lazari & family;78;United Kingdom;London;Real estate;Real Estate;United Kingdom;;TRUE;F;Lazari;Maritsa;;1944;10;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
1104;2700;Angela Leong;62;Hong Kong;Hong Kong;Casinos;Real Estate;Hong Kong;;FALSE;F;Leong;Angela;;1961;3;;;;;;;;;;
1104;2700;Li Zhongchu;59;China;Beijing;Software;Technology;China;;TRUE;M;Li;Zhongchu;;1963;8;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1104;2700;Liang Yunchao;54;China;Guangzhou;Nutritional supplements;Food & Beverage;China;;TRUE;M;Liang;Yunchao;;1969;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1104;2700;Vincent McMahon;77;United States;Greenwich;Entertainment;Sports;United States;;TRUE;M;McMahon;Vincent;;1945;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Patrice Motsepe;61;South Africa;Johannesburg;Mining;Metals & Mining;South Africa;;TRUE;M;Motsepe;Patrice;;1962;1;158,93;.351431649Trillions;22,4;100,9;63,9;27,5;29,2;58558270;-30,559482;22,937506
1104;2700;Denis O'Brien;64;Ireland;Dublin;Telecom;Telecom;Ireland;;TRUE;M;O'Brien;Denis;;1958;4;;;;;;;;;;
1104;2700;Timm Oberwelland;;;;Candy;Food & Beverage;Germany;;FALSE;M;Oberwelland;Timm;;;;;;;;;;;;;
1104;2700;Dan Olsson;76;Sweden;Gothenburg;Diversified;Diversified;Sweden;;FALSE;M;Olsson;Dan;;1947;1;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
1104;2700;Yuji Otsuka;69;Japan;Tokyo;Copy machines, software;Technology;Japan;;FALSE;M;Otsuka;Yuji;;1954;2;105,48;5.081769542Trillions;63,2;98,8;84,2;11,9;46,7;126226568;36,204824;138,252924
1104;2700;Pan Dong;58;Hong Kong;Hong Kong;Consumer goods;Fashion & Retail;Canada;;TRUE;F;Pan;Dong;;1965;1;;;;;;;;;;
1104;2700;Karsanbhai Patel;79;India;Ahmedabad;Consumer goods;Diversified;India;;TRUE;M;Patel;Karsanbhai;;1944;1;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1104;2700;Richard Peery;84;United States;Palo Alto;Real estate;Real Estate;United States;;TRUE;M;Peery;Richard;;1938;10;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Gianfelice Rocca;75;;;Pipe Manufacturing;Metals & Mining;Italy;;FALSE;M;Rocca;Gianfelice;;1948;3;;;;;;;;;;
1104;2700;Paolo Rocca;70;;;Pipe Manufacturing;Metals & Mining;Italy;;FALSE;M;Rocca;Paolo;;1952;10;;;;;;;;;;
1104;2700;Wayne Rothbaum;55;United States;Delray Beach;Biotech investing;Healthcare;United States;;TRUE;M;Rothbaum;Wayne;Investor;1968;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Jeff Rothschild;68;United States;Palo Alto;Facebook;Technology;United States;Meta Platforms;TRUE;M;Rothschild;Jeff;Advisor;1955;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Raj Sardana;63;United States;Atlanta;Technology services;Technology;United States;;TRUE;M;Sardana;Raj;;1960;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Christiane Schoeller;;;;Publishing;Media & Entertainment;Germany;;FALSE;F;Schoeller;Christiane;;;;;;;;;;;;;
1104;2700;Salil Singhal;75;India;Delhi;Agrochemicals;Manufacturing;India;;FALSE;M;Singhal;Salil;;1947;7;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1104;2700;Alexander Skorobogatko;55;Russia;Moscow;Real estate, airport;Logistics;Russia;;TRUE;M;Skorobogatko;Alexander;;1967;9;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1104;2700;Evan Spiegel;32;United States;Los Angeles;Snapchat;Technology;United States;Snap;TRUE;M;Spiegel;Evan;Cofounder;1990;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Glen Taylor;81;United States;Mankato;Printing;Service;United States;;TRUE;M;Taylor;Glen;;1941;4;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Thomas Tull;52;United States;Pittsburgh;Movies, investments;Media & Entertainment;United States;;TRUE;M;Tull;Thomas;;1970;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1104;2700;Bulat Utemuratov;65;Kazakhstan;Nur-Sultan;Mining, banking, hotels;Metals & Mining;Kazakhstan;;TRUE;M;Utemuratov;Bulat;;1958;1;182,75;.180161741Trillions;61,7;104,4;73,2;11,7;28,4;18513930;48,019573;66,923684
1104;2700;Gustav Magnar Witzoe;29;Norway;Kverva;Fish farming;Food & Beverage;Norway;;FALSE;M;Witzoe;Gustav Magnar;;1993;4;120,27;.403336364Trillions;82;100,3;82,8;23,9;36,2;5347896;60,472024;8,468946
1104;2700;Wong Man Li;58;Hong Kong;Hong Kong;Furniture;Manufacturing;Hong Kong;;TRUE;M;Wong;Man Li;;1965;2;;;;;;;;;;
1104;2700;Guangming Wu;61;China;Danyang;Medical equipment;Healthcare;China;;TRUE;M;Wu;Guangming;;1962;2;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1104;2700;Zhu Yi;59;China;Chengdu;Pharmaceuticals;Healthcare;China;;TRUE;M;Zhu ;Yi ;;1963;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Ben Ashkenazy;53;United States;New York;Real estate;Real Estate;United States;;TRUE;M;Ashkenazy;Ben;;1969;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Felix Baker;54;United States;New York;Biotech investing;Finance & Investments;United States;;TRUE;M;Baker;Felix;;1969;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Julian Baker;56;United States;New York;Investing;Finance & Investments;United States;;TRUE;M;Baker;Julian;;1966;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;David Baszucki;60;United States;San Francisco;Online games;Media & Entertainment;United States;;TRUE;M;Baszucki;David;;1963;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Joesley Batista;51;Brazil;Sao Paulo;Beef processing;Food & Beverage;Brazil;;FALSE;M;Batista;Joesley;;1972;2;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
1164;2600;Wesley Batista;50;Brazil;Sao Paulo;Beef packing;Food & Beverage;Brazil;;FALSE;M;Batista;Wesley;;1972;12;167,4;1.839758041Trillions;51,3;115,4;75,7;14,2;65,1;212559417;-14,235004;-51,92528
1164;2600;Yvonne Bauer;46;Germany;Hamburg;Magazines, media;Media & Entertainment;Germany;;FALSE;F;Bauer;Yvonne;;1977;3;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1164;2600;Miriam Baumann-Blocher;48;Switzerland;Rheinfelden;Chemicals;Manufacturing;Switzerland;;FALSE;F;Baumann-Blocher;Miriam;;1975;1;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
1164;2600;Cen Junda;58;China;Lianyungang;Pharmaceuticals;Healthcare;China;;TRUE;M;Cen;Junda;;1964;6;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Richard Chandler;64;Singapore;Singapore;Investments;Finance & Investments;New Zealand;;FALSE;M;Chandler;Richard;;1959;1;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
1164;2600;Chen Zhiping;47;China;Shenzhen;E-cigarettes;Manufacturing;China;;TRUE;M;Chen;Zhiping;;1976;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Fernando Chico Pardo;71;Mexico;Mexico City;Airport management;Service;Mexico;;TRUE;M;Chico Pardo;Fernando;;1952;2;141,54;1.258286717Trillions;40,2;105,8;75;13,1;55,1;126014024;23,634501;-102,552784
1164;2600;Ray Davis;81;United States;Dallas;Pipelines;Energy;United States;;TRUE;M;Davis;Ray;;1941;12;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Maria Del Pino;67;Spain;Madrid;Construction;Construction & Engineering;Spain;;FALSE;F;Del Pino;Maria;;1956;3;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
1164;2600;Deng Weiming & family;54;China;Changsha;Battery components;Manufacturing;China;;TRUE;M;Deng;Weiming;;1968;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;John Dorrance, III.;79;Ireland;Dublin;Campbell Soup;Food & Beverage;Ireland;;FALSE;M;Dorrance;John;;1944;1;;;;;;;;;;
1164;2600;Carl Douglas;61;Sweden;Stockholm;Investments;Diversified;Sweden;;FALSE;M;Douglas;Carl;;1961;5;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
1164;2600;Eric Douglas;54;Sweden;Stockholm;Investments;Diversified;Sweden;;FALSE;M;Douglas;Eric;;1968;5;110,51;.530832909Trillions;67;126,6;82,5;27,9;49,1;10285453;60,128161;18,643501
1164;2600;Fiona Geminder;58;Australia;Melbourne;Manufacturing;Manufacturing;Australia;;FALSE;F;Geminder;Fiona;;1964;12;119,8;1.392680589Trillions;113,1;100,3;82,7;23;47,4;25766605;-25,274398;133,775136
1164;2600;Stewart Horejsi & family;85;United States;Phoenix;Berkshire Hathaway;Finance & Investments;United States;;TRUE;M;Horejsi;Stewart;;1937;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Hou Juncheng;58;China;Hangzhou;Cosmetics;Healthcare;China;;TRUE;M;Hou;Juncheng;;1964;12;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Zhenda Huang & family;75;China;Shantou;Construction;Construction & Engineering;China;;TRUE;M;Huang;Zhenda;;1947;9;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Dmitry Kamenshchik;54;Russia;Moscow;Airport;Service;Russia;;TRUE;M;Kamenshchik;Dmitry;;1968;4;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1164;2600;Alicia Koplowitz;69;Spain;Madrid;Construction, investments;Finance & Investments;Spain;;FALSE;F;Koplowitz;Alicia;;1953;9;110,96;1.394116311Trillions;88,9;102,7;83,3;14,2;47;47076781;40,463667;-3,74922
1164;2600;Adam Kwok;40;Hong Kong;Hong Kong;Real estate;Real Estate;Hong Kong;;FALSE;M;Kwok;Adam;;1983;4;;;;;;;;;;
1164;2600;Henry Laufer;77;United States;Lake Worth;Hedge funds;Finance & Investments;United States;;TRUE;M;Laufer;Henry;Investor;1945;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Louis Le Duff;76;France;Paris;Bakeries;Food & Beverage;France;;TRUE;M;Le Duff;Louis;;1946;8;110,05;2.715518274Trillions;65,6;102,5;82,5;24,2;60,7;67059887;46,227638;2,213749
1164;2600;Mark Leonard & family;66;Canada;Toronto;Software;Technology;Canada;;TRUE;M;Leonard;Mark;;1956;5;116,76;1.736425630Trillions;68,9;100,9;81,9;12,8;24,5;36991981;56,130366;-106,346771
1164;2600;Li Guoqiang;59;China;Beijing;Auto dealerships;Automotive;China;;TRUE;M;Li;Guoqiang;;1964;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Li Yongxin;47;China;Beijing;Education;Service;China;;TRUE;M;Li;Yongxin;;1976;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Peter Lim;69;Singapore;Singapore;Investments;Finance & Investments;Singapore;;TRUE;M;Lim;Peter;;1953;6;114,41;.372062527Trillions;84,8;100,6;83,1;13,1;21;5703569;1,352083;103,819836
1164;2600;Lu Weiding;52;China;Hangzhou;Diversified;Diversified;China;;FALSE;M;Lu;Weiding;;1971;3;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Sergio Mantegazza;95;Switzerland;Lugano;Travel;Service;Switzerland;;TRUE;M;Mantegazza;Sergio;;1927;10;99,55;.703082435Trillions;59,6;105,2;83,6;10,1;28,8;8574832;46,818188;8,227512
1164;2600;Hans Melchers;84;Netherlands;Vorden;Chemicals, investments;Finance & Investments;Netherlands;;TRUE;M;Melchers;Hans;;1938;4;115,91;.909070395Trillions;85;104,2;81,8;23;41,2;17332850;52,132633;5,291266
1164;2600;C. Dean Metropoulos;76;United States;Palm Beach;Investments;Food & Beverage;United States;;TRUE;M;Metropoulos;C. Dean;;1946;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Hans Georg Naeder;61;Germany;Duderstadt;Prosthetics;Manufacturing;Germany;;FALSE;M;Naeder;Hans Georg;;1961;9;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1164;2600;Falguni Nayar;60;India;Mumbai;Retailing;Fashion & Retail;India;Nykaa;TRUE;F;Nayar;Falguni;Founder & CEO;1963;2;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1164;2600;James Packer;55;United States;Los Angeles;Investments;Finance & Investments;Australia;;FALSE;M;Packer;James;;1967;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Alexander Ponomarenko;58;Russia;Moscow;Real estate, airport;Logistics;Russia;;TRUE;M;Ponomarenko;Alexander;;1964;10;180,75;1.699876579Trillions;81,9;102,6;72,7;11,4;46,2;144373535;61,52401;105,318756
1164;2600;Nicholas Pritzker;79;United States;Nicasio;Hotels, investments;Finance & Investments;United States;;FALSE;M;Pritzker;Nicholas;;1944;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Alejandro Santo Domingo;46;United States;New York;Beer;Food & Beverage;United States;;FALSE;M;Santo Domingo;Alejandro;;1977;2;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Steven Sarowitz;57;United States;Highland Park;Payroll software;Technology;United States;;TRUE;M;Sarowitz;Steven;;1965;11;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Maria-Elisabeth Schaeffler-Thumann;81;Germany;Herzogenaurach;Auto parts;Automotive;Germany;;FALSE;F;Schaeffler-Thumann;Maria-Elisabeth;;1941;8;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1164;2600;Leonard Schleifer;70;United States;Tarrytown;Pharmaceuticals;Healthcare;United States;Regeneron Pharmaceuticals;TRUE;M;Schleifer;Leonard;CEO and Founder;1952;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Dieter Schnabel;77;Germany;Hamburg;Chemicals;Manufacturing;Germany;;FALSE;M;Schnabel;Dieter;;1946;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1164;2600;Michael S. Smith;67;United States;Miami Beach;Liquefied natural gas;Energy;United States;;TRUE;M;Smith;Michael S.;Investor;1955;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Julia Thiele-Schuerhoff;51;Germany;Munich;Brakes, investments;Manufacturing;Germany;;FALSE;F;Thiele-Schuerhoff;Julia;;1972;1;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1164;2600;John Tyson & family;69;United States;Springdale;Food processing;Food & Beverage;United States;;FALSE;M;Tyson;John;;1953;9;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1164;2600;Anna Katharina Viessmann;;Germany;Battenberg;Heating and cooling equipment;Manufacturing;Germany;;FALSE;F;Viessmann;Anna Katharina;;;;112,85;3.845630031Trillions;70,2;104;80,9;11,5;48,8;83132799;51,165691;10,451526
1164;2600;Jurgen Wirtgen;57;;;Construction Vehicles;Construction & Engineering;Germany;;FALSE;M;Wirtgen;Jurgen;;1965;7;;;;;;;;;;
1164;2600;Stefan Wirtgen;52;;;Construction Vehicles;Construction & Engineering;Germany;;FALSE;M;Wirtgen;Stefan;;1970;7;;;;;;;;;;
1164;2600;Zhao Lixin;57;China;Shanghai;Electronics;Technology;China;;TRUE;M;Zhao;Lixin;;1966;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1164;2600;Hongyi Zhou;52;China;Beijing;Security software;Technology;China;;TRUE;M;Zhou;Hongyi;;1970;10;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
1217;2500;S. Daniel Abraham;98;United States;Palm Beach;Slim-Fast;Food & Beverage;United States;S. Daniel Abraham Center for Middle East Peace;TRUE;M;Abraham;S. Daniel;Chairman;1924;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Bill Alfond;74;United States;Boston;Shoes;Fashion & Retail;United States;;FALSE;M;Alfond;Bill;;1948;5;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Susan Alfond;77;United States;Scarborough;Shoes;Fashion & Retail;United States;;FALSE;F;Alfond;Susan;;1945;7;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Ted Alfond;78;United States;Weston;Shoes;Fashion & Retail;United States;;FALSE;M;Alfond;Ted;;1944;8;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Riley Bechtel & family;71;United States;San Francisco;Engineering, construction;Construction & Engineering;United States;Bechtel Corp.;FALSE;M;Bechtel;Riley;former Chairman and CEO;1952;3;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Thor Bjorgolfsson;56;United Kingdom;London;Investments;Diversified;Iceland;;TRUE;M;Bjorgolfsson;Thor;;1967;3;119,62;2.827113185Trillions;60;101,2;81,3;25,5;30,6;66834405;55,378051;-3,435973
1217;2500;Charles Bronfman;91;United States;Palm Beach;Liquor;Food & Beverage;Canada;;FALSE;M;Bronfman;Charles;;1931;6;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Vivek Chand Burman;85;India;Delhi;Consumer goods;Food & Beverage;India;;FALSE;M;Burman;Vivek Chand;;1937;4;180,44;2.611000000Trillions;28,1;113;69,4;11,2;49,7;1366417754;20,593684;78,96288
1217;2500;Herb Chambers;81;United States;Boston;Car dealerships;Automotive;United States;;TRUE;M;Chambers;Herb;;1942;1;117,24;21.427700000Trillions;88,2;101,8;78,5;9,6;36,6;328239523;37,09024;-95,712891
1217;2500;Cheng Yixiao;39;China;Beijing;Video streaming app;Media & Entertainment;China;;TRUE;M;Cheng;Yixiao;;1984;1;125,08;19.910000000Trillions;50,6;100,2;77;9,4;59,2;1397715000;35,86166;104,195397
